,PortfolioValue
2012-08-08,88300.12232858698
2012-08-10,88976.44761300363
2012-08-11,88018.17390013057
2012-09-01,86781.12718745797
2012-09-02,86775.92031982672
2012-09-03,87013.32691461415
2012-09-04,87156.77291273732
2012-09-05,86808.70071878686
2012-09-07,86781.78527931994
2012-09-08,87427.2749354456
2012-09-10,87909.65810339568
2012-09-11,87157.10508154627
2012-10-01,86049.16507347966
2012-10-02,86721.78837449517
2012-10-04,86716.5850671927
2012-10-05,86703.72272407744
2012-10-07,86493.02884706017
2012-10-08,87323.46508377291
2012-10-09,87611.66543798636
2012-10-10,87654.57927593093
2012-10-12,87482.03570929816
2012-11-01,85927.89591382808
2012-11-04,86941.08054340389
2012-11-05,86746.70653415218
2012-11-06,86176.25752561519
2012-11-07,86605.52576540968
2012-11-09,87794.69742742895
2012-11-10,87784.89891209106
2012-11-12,87723.63083635677
2012-12-01,86097.93587072432
2012-12-03,86092.7699945721
2012-12-04,86294.81480032348
2012-12-06,85506.24586715248
2012-12-07,85643.13851270327
2012-12-09,86949.47227065849
2012-12-10,86852.63309786643
2012-12-11,86261.69960093849
2012-12-12,86868.03183726392
2013-01-02,87898.16446542159
2013-01-03,87956.25207080449
2013-01-04,88466.0762166503
2013-01-05,88698.25577911877
2013-01-07,89060.2894761764
2013-01-08,90073.8672598124
2013-01-10,89948.2736081173
2013-01-11,90655.12375824126
2013-02-01,87575.64907290228
2013-02-04,88866.7670939716
2013-02-05,89176.91222432122
2013-02-07,89361.11591131437
2013-02-08,90419.65288933575
2013-02-10,90252.53228155058
2013-02-12,91392.74374080152
2013-03-01,87926.62991021862
2013-03-04,89062.91621973399
2013-03-05,89758.81877679621
2013-03-06,90047.93291061641
2013-03-07,89773.4634735565
2013-03-09,90044.6622489378
2013-03-10,90471.87744121537
2013-03-12,91727.60791383128
2013-04-01,88368.55435753935
2013-04-02,88720.4618634705
2013-04-03,89070.43226194243
2013-04-04,89476.8905680945
2013-04-06,90295.94825867936
2013-04-09,90536.16182705172
2013-04-10,90945.82276133662
2013-04-11,91778.61858289561
2013-04-12,92037.14990284742
2013-05-02,89146.87126634011
2013-05-03,89483.09648053859
2013-05-04,89640.00280635846
2013-05-06,90281.7312755574
2013-05-07,90539.8554373248
2013-05-08,91374.29347015609
2013-05-09,90817.62271150714
2013-05-11,92001.74711372715
2013-05-12,92231.36009574667
2013-06-02,89411.19895623639
2013-06-03,89758.88617921282
2013-06-05,90643.95596184274
2013-06-06,90701.11629265021
2013-06-08,91537.35979057825
2013-06-09,91082.20760686642
2013-06-11,92351.15136436663
2013-06-12,92712.10587859506
2013-07-01,89186.67296767225
2013-07-02,89766.2429746446
2013-07-03,90181.35386371509
2013-07-05,91135.54885311684
2013-07-06,91330.5991052748
2013-07-08,91858.55376725613
2013-07-10,91697.75104731345
2013-07-11,92475.71299462733
2013-08-01,89405.8919359687
2013-08-02,90150.73652017309
2013-08-03,90546.2855716418
2013-08-04,90685.21037802429
2013-08-05,91492.79666710504
2013-08-07,91580.21552102841
2013-08-08,92216.61567765122
2013-08-10,91760.28603306078
2013-08-11,93036.22791435408
2013-09-01,89782.63973381821
2013-09-04,91105.10544707747
2013-09-05,91780.00110262702
2013-09-07,92068.87649799524
2013-09-08,92504.61977355918
2013-09-09,92289.13662237802
2013-09-10,92120.20394422735
2013-09-12,93810.89109703133
2013-10-01,90321.7733491955
2013-10-04,91740.31787730732
2013-10-05,92271.91132976762
2013-10-06,92374.70552614405
2013-10-07,92484.91639954995
2013-10-09,92836.36579746183
2013-10-10,92931.18678865639
2013-10-12,94139.08358019037
2013-11-01,90686.02898886552
2013-11-02,91240.49519871593
2013-11-03,91712.03473883323
2013-11-04,92150.49864993522
2013-11-06,92528.72399270575
2013-11-07,93085.22784895607
2013-11-09,93241.94447136446
2013-11-10,93397.61452252144
2013-11-11,94151.06874019373
2013-11-12,94260.52819140701
2013-12-02,91480.63067051128
2013-12-03,91879.21022496618
2013-12-04,92308.86759452062
2013-12-06,92584.26036415684
2013-12-07,93361.68106823789
2013-12-08,93465.03348270459
2013-12-09,93397.54171540723
2013-12-11,94332.95965132369
2013-12-12,94416.20874169879
2014-01-04,95586.1082586334
2014-01-05,95567.85792770096
2014-01-07,96477.01332084446
2014-01-08,96006.67993608466
2014-01-10,96216.12729518062
2014-01-12,97276.07682205795
2014-02-01,95178.39264864764
2014-02-04,95790.4021821635
2014-02-05,95691.1112686953
2014-02-06,96137.74778825256
2014-02-07,96633.16932490682
2014-02-09,96904.28639067203
2014-02-10,96361.27780389515
2014-02-12,97553.53942629664
2014-03-01,95333.023363869
2014-03-02,94401.24378638004
2014-03-03,95526.31974998603
2014-03-04,95972.45773353962
2014-03-06,96332.20201602239
2014-03-07,96944.97935344893
2014-03-09,97094.39591274253
2014-03-10,96776.03771951637
2014-03-11,97266.82732083797
2014-03-12,97811.53697924092
2014-04-02,94802.16885986805
2014-04-03,96084.4178848984
2014-04-04,95994.17370138945
2014-04-06,96640.61990893299
2014-04-08,96751.9027432075
2014-04-09,97337.70333021382
2014-04-11,97478.03099982937
2014-04-12,98057.44417549556
2014-05-02,95025.65698794683
2014-05-03,96351.5459219417
2014-05-05,96463.64239440933
2014-05-06,97034.83900348323
2014-05-08,96831.8184178846
2014-05-09,97714.30817015674
2014-05-11,97869.07805608647
2014-05-12,98370.12749701404
2014-06-01,96013.49131162734
2014-06-02,95452.16873268702
2014-06-03,95446.44160256306
2014-06-05,95346.1328334453
2014-06-06,96180.29025192712
2014-06-08,95892.15395610726
2014-06-10,96337.60652005291
2014-06-11,96988.74832307932
2014-07-01,95142.75333973438
2014-07-02,94719.29846062289
2014-07-03,95573.19530818108
2014-07-04,95237.31506907885
2014-07-05,95580.0661650456
2014-07-07,96592.76093487012
2014-07-08,95927.54709862957
2014-07-10,96183.74236999688
2014-07-11,97146.02713682193
2014-08-01,95287.15734250151
2014-08-04,95437.54251599443
2014-08-05,95680.77426581923
2014-08-07,96579.63076110806
2014-08-08,96263.87925655731
2014-08-09,96960.59132531205
2014-08-10,96644.73668856909
2014-08-12,97542.02237431597
2014-09-01,95438.07271925865
2014-09-04,95792.18166651143
2014-09-05,95856.65028572935
2014-09-06,96599.62224642151
2014-09-07,96812.4948829508
2014-09-09,96965.60466804549
2014-09-10,96378.46632555743
2014-09-12,97694.03588975652
2014-10-01,95631.82757803373
2014-10-02,95189.5874722126
2014-10-03,96008.30889352043
2014-10-04,95557.21509187923
2014-10-06,96784.32591139963
2014-10-07,96922.24903321308
2014-10-09,97228.10638751957
2014-10-10,96355.06551641451
2014-10-11,97691.63124342465
2014-10-12,97574.68693677992
2014-11-02,95587.65195182778
2014-11-03,96089.80490965802
2014-11-04,95555.74398924559
2014-11-06,96905.11297965383
2014-11-07,97141.4061200024
2014-11-08,96838.27121779828
2014-11-09,97444.22911297082
2014-11-11,97855.95842146318
2014-11-12,97813.73983862702
2014-12-02,95737.60680613614
2014-12-03,96252.26287966114
2014-12-05,96545.93480901243
2014-12-06,96885.96056138455
2014-12-08,96923.10662159667
2014-12-09,97441.35303925481
2014-12-11,97958.61914906783
2014-12-12,97613.53874209586
2015-01-04,98173.1968476541
2015-01-05,98636.48930449692
2015-01-06,98668.30299928752
2015-01-07,98347.77235640497
2015-01-09,96798.74996711953
2015-01-10,96899.9086566034
2015-01-12,98701.10458838432
2015-02-01,98284.25601578617
2015-02-02,97927.06709585708
2015-02-03,98863.30568269988
2015-02-04,98392.66143915516
2015-02-06,98798.22770691595
2015-02-07,98491.00530752396
2015-02-09,97277.88901526351
2015-02-10,97302.84614210822
2015-02-11,98825.66510345903
2015-02-12,98594.58185061505
2015-03-02,98314.8472832101
2015-03-03,98869.24710496323
2015-03-06,98928.34913141368
2015-03-08,98777.67069415755
2015-03-09,97394.40664983232
2015-03-11,98978.79415793835
2015-03-12,98413.95166971123
2015-04-02,98336.16546669361
2015-04-03,98885.28733116596
2015-04-05,99036.07738094425
2015-04-06,98860.90834362822
2015-04-08,98837.32286115289
2015-04-09,97212.14698914175
2015-04-11,97206.3142603224
2015-04-12,97102.45715320161
2015-05-01,96442.32570953449
2015-05-02,96842.29932600776
2015-05-03,96836.48878804823
2015-05-05,96724.67006744415
2015-05-06,96755.22200917402
2015-05-08,96819.94740616027
2015-05-10,95779.72547384149
2015-05-11,96868.15335567307
2015-06-01,95970.46572088027
2015-06-02,96477.4903525226
2015-06-03,96625.80894630222
2015-06-04,96712.57764453042
2015-06-05,96708.85900269076
2015-06-07,96602.86140701434
2015-06-08,96741.07895813805
2015-06-10,95778.125426946
2015-06-11,96932.35850573124
2015-07-01,96255.42044566359
2015-07-04,96734.34568288771
2015-07-05,96843.36575171107
2015-07-07,96781.21531583594
2015-07-08,96746.80504373019
2015-07-10,95984.97517729033
2015-07-12,96766.97522558311
2015-08-01,96627.21261151698
2015-08-04,96812.77284717074
2015-08-05,97130.84737825995
2015-08-06,96793.01691811913
2015-08-07,96489.50589503149
2015-08-09,95760.66055319479
2015-08-10,96188.55423292876
2015-08-12,96668.20710096226
2015-09-01,96492.07196881474
2015-09-02,96510.00378970096
2015-09-03,96818.39066847392
2015-09-04,96928.27400115528
2015-09-06,96826.30278711427
2015-09-07,96557.26325720872
2015-09-09,95528.28564554657
2015-09-10,96245.48564797296
2015-09-11,96854.03569370981
2015-09-12,96565.1417163688
2015-10-02,96763.2143844723
2015-10-03,96534.9418880031
2015-10-04,97081.79377483563
2015-10-06,97110.42738510176
2015-10-07,96846.57043818804
2015-10-08,97104.00714666284
2015-10-09,95702.03977801178
2015-10-11,95696.2976556251
2015-10-12,95419.3313227539
2015-11-02,95570.90866419827
2015-11-03,95309.39967554013
2015-11-05,95303.6811115596
2015-11-06,95330.5561792505
2015-11-08,95106.34471419807
2015-11-09,93982.8294285287
2015-11-11,95075.54157078797
2015-11-12,94501.88095369579
2015-12-01,94651.21308519687
2015-12-02,95213.06320872187
2015-12-03,95006.99998358257
2015-12-05,95312.36155959836
2015-12-06,95266.95526091814
2015-12-08,95194.16641204873
2015-12-10,94568.08714299483
2015-12-11,94835.26835574083
2016-01-02,93847.053340421
2016-01-03,93841.42251722056
2016-01-04,94732.32081192083
2016-01-06,94974.54451913001
2016-01-07,95007.11807796094
2016-01-08,95620.65018291064
2016-01-09,95621.53115444354
2016-01-11,95100.01522608729
2016-01-12,95815.16806114446
2016-02-02,93295.48845561157
2016-02-03,93289.89072630425
2016-02-05,93289.89072630425
2016-02-06,93498.53647577974
2016-02-08,93957.74650150508
2016-02-09,94158.1199989121
2016-02-11,93448.91067304873
2016-02-12,94286.33834865449
2016-03-02,91882.61528331264
2016-03-03,91877.10232639564
2016-03-05,92516.8588045851
2016-03-06,92836.99565244047
2016-03-08,93409.29364860195
2016-03-10,93386.84571778704
2016-03-11,92760.29136700604
2016-04-01,92754.72574952402
2016-04-02,92754.72574952402
2016-04-03,93567.51330605577
2016-04-04,94185.9945690088
2016-04-05,94180.34340933467
2016-04-08,94180.34340933467
2016-04-10,94055.45493003796
2016-04-11,93484.25556180438
2016-05-01,92870.05342234693
2016-05-02,92864.4812191416
2016-05-04,92864.4812191416
2016-05-05,92907.9478989271
2016-05-07,93252.28633842377
2016-05-08,93246.69120124348
2016-05-10,93042.89004713326
2016-05-12,93430.62260740748
2016-06-01,91613.45696246457
2016-06-04,91607.96015504682
2016-06-05,91607.96015504682
2016-06-06,92068.27441256066
2016-06-07,92062.75031609592
2016-06-09,92818.38735761475
2016-06-10,92600.19091992066
2016-06-12,93040.73607109467
2016-07-01,90777.1738184293
2016-07-03,90771.72718800021
2016-07-04,90771.72718800021
2016-07-06,91390.42263945956
2016-07-07,91267.53603357154
2016-07-09,92035.82083568454
2016-07-10,91762.1803474255
2016-07-11,91573.00633027243
2016-07-12,92516.446733281
2016-08-01,89880.43179177951
2016-08-02,89875.038965872
2016-08-03,89875.038965872
2016-08-04,89875.038965872
2016-08-06,89875.038965872
2016-08-07,89961.25614885625
2016-08-08,90392.07675673379
2016-08-09,90395.39252826874
2016-08-11,90049.77405594225
2016-08-12,90947.07316926842
2016-09-02,87756.51606583224
2016-09-03,87751.25067486831
2016-09-05,88358.25492037632
2016-09-06,88352.9534250811
2016-09-08,88900.61518966149
2016-09-09,88461.34827315393
2016-09-11,88756.52431072295
2016-09-12,89545.90882869934
2016-10-02,86315.20181930985
2016-10-03,86310.02290720069
2016-10-05,86310.02290720069
2016-10-06,86401.73811392587
2016-10-08,87056.3154724723
2016-10-10,86961.87607715397
2016-10-11,86992.42145119779
2016-11-01,85035.44314902459
2016-11-02,85030.34102243566
2016-11-03,85030.34102243566
2016-11-04,85030.34102243566
2016-11-05,85030.34102243566
2016-11-07,85624.09662918003
2016-11-08,86013.51559756654
2016-11-10,85627.08832921257
2016-11-11,85849.10081077005
2016-12-01,84058.66077630407
2016-12-02,84053.6172566575
2016-12-04,84053.6172566575
2016-12-05,84053.6172566575
2016-12-07,84765.27558689074
2016-12-08,85017.35391213403
2016-12-09,84821.9475128671
2016-12-10,84666.36858181062
2016-12-12,85598.83849756765
2017-01-02,85770.2637301813
2017-01-03,86646.17693409364
2017-01-05,86590.48615259178
2017-01-06,86893.58729743777
2017-01-08,87223.98388466805
2017-01-09,87226.09729541515
2017-01-11,87950.22253178508
2017-01-12,88378.48290047517
2017-02-02,85960.80189826248
2017-02-03,86722.871090819
2017-02-05,86790.59204477546
2017-02-06,87138.30610959185
2017-02-08,87413.3932142796
2017-02-10,87776.79245148781
2017-02-11,88128.71870013679
2017-03-01,85928.74603392668
2017-03-02,86230.1702825708
2017-03-03,86873.4997500746
2017-03-04,86696.33336646277
2017-03-05,86911.71428622173
2017-03-07,87209.4144758542
2017-03-08,87519.62005060568
2017-03-10,87961.43093088703
2017-03-11,88330.68431410516
2017-04-01,86166.62009526511
2017-04-04,86845.08546751425
2017-04-05,87060.70795748952
2017-04-08,87696.85776328058
2017-04-10,88128.11895819206
2017-04-12,88834.47744800946
2017-05-01,86341.16150902768
2017-05-04,86979.68274751224
2017-05-05,87322.73661971118
2017-05-06,87590.60447346898
2017-05-07,87564.71668757312
2017-05-09,87746.8656974145
2017-05-10,88420.19383113296
2017-05-12,88957.2076645966
2017-06-01,86571.57399996801
2017-06-02,86690.1964465556
2017-06-03,87315.624279246
2017-06-04,87184.75928432573
2017-06-06,87715.81894215095
2017-06-07,87574.99990214995
2017-06-09,87979.84075986013
2017-06-10,88577.91098137108
2017-06-11,88868.38732225064
2017-06-12,89130.42062051856
2017-07-02,86851.0574886874
2017-07-03,87421.45429902257
2017-07-04,87326.22234829994
2017-07-06,87901.60038729192
2017-07-07,87844.51908006579
2017-07-08,88248.02722065292
2017-07-09,88135.6229455845
2017-07-11,89033.03243645067
2017-07-12,89351.96493896369
2017-08-02,87032.270013017
2017-08-03,87550.3598759088
2017-08-05,87820.08760333015
2017-08-06,88071.90147459418
2017-08-08,88369.35854999935
2017-08-09,88272.95171817383
2017-08-11,89226.90496254836
2017-08-12,89619.6629238004
2017-09-01,87033.31685292383
2017-09-02,87332.51905286776
2017-09-03,87763.90287244518
2017-09-05,88001.4135402889
2017-09-06,88257.68199809325
2017-09-08,88563.99618349661
2017-09-10,89070.17844139259
2017-09-11,89349.49624858494
2017-10-01,87166.7495206055
2017-10-02,87529.41606186976
2017-10-03,87956.46256309992
2017-10-04,87842.28153608553
2017-10-05,88158.29313774257
2017-10-07,88362.56056141562
2017-10-08,88441.1891890883
2017-10-10,89256.60955368952
2017-10-11,89478.47378350618
2017-11-01,87350.92148892103
2017-11-04,87953.65935530174
2017-11-05,88257.07668641105
2017-11-07,88486.3445685483
2017-11-08,88601.62671607938
2017-11-09,88941.32737804738
2017-11-10,89421.04789306421
2017-11-12,90154.55805424089
2017-12-01,87513.63957168958
2017-12-04,88087.9671041148
2017-12-05,88433.57216077301
2017-12-06,88718.37642094195
2017-12-07,88819.16785871332
2017-12-09,89206.69746307394
2017-12-10,89595.46929099232
2017-12-12,90390.65586229974
2018-01-02,91462.13850639397
2018-01-03,90526.77446766452
2018-01-05,90371.93537924463
2018-01-06,90915.22906941065
2018-01-08,91439.1901643181
2018-01-10,92162.01933516278
2018-01-11,91001.09175795312
2018-02-01,90704.88327069543
2018-02-02,91151.03905086065
2018-02-03,90683.09012296479
2018-02-04,89946.49219264077
2018-02-05,90321.3418212061
2018-02-07,90945.02752942248
2018-02-08,91615.43316749834
2018-02-10,92238.90548432863
2018-02-11,90974.93526003425
2018-03-01,90908.11807722053
2018-03-04,90246.68788635239
2018-03-05,90352.31627716184
2018-03-07,90926.10175909082
2018-03-08,91777.98938503658
2018-03-10,92328.5991583426
2018-03-12,91475.84962860121
2018-04-01,91040.50011488711
2018-04-04,90510.43317956329
2018-04-05,90638.42842291473
2018-04-06,91206.747772116
2018-04-09,92201.52521696386
2018-04-10,92232.71846953148
2018-04-12,90951.70849078799
2018-05-01,91242.06948748833
2018-05-02,90614.76362917175
2018-05-03,91107.36531147765
2018-05-04,90718.27802972551
2018-05-06,91304.26059774087
2018-05-07,91223.21345140121
2018-05-09,92236.58248192177
2018-05-10,92217.42373737799
2018-05-11,91275.94698962946
2018-06-02,90987.94926038489
2018-06-03,91210.76862334677
2018-06-04,90384.28491660245
2018-06-06,91548.92173818094
2018-06-07,91466.3649065446
2018-06-08,92066.90499354605
2018-06-09,92245.84502079281
2018-06-11,91459.31465811945
2018-06-12,91064.32088428203
2018-07-02,90968.38903543327
2018-07-03,91274.36467368498
2018-07-05,90911.5166052301
2018-07-06,91576.8721634125
2018-07-08,92158.64842318583
2018-07-09,92244.41038960258
2018-07-11,91873.0814262346
2018-07-12,90692.46711002839
2018-08-01,91481.9059259343
2018-08-02,90371.88418281435
2018-08-03,91478.33576754003
2018-08-05,91030.12866056652
2018-08-06,91759.89600062766
2018-08-08,92279.61559870245
2018-08-10,92452.05257504605
2018-08-11,91954.59873509157
2018-09-01,91590.94758575442
2018-09-02,90714.08735262507
2018-09-03,91870.69542926949
2018-09-04,90727.33946950235
2018-09-05,91314.78267470057
2018-09-07,91899.67386182297
2018-09-08,92357.81892079937
2018-09-10,92530.64999489422
2018-09-11,91892.6405136254
2018-10-01,91675.8782979586
2018-10-04,91066.7517650568
2018-10-05,91520.56026118738
2018-10-07,91995.79096226086
2018-10-08,92255.92652980394
2018-10-09,92541.16350308635
2018-10-10,91953.1921191107
2018-10-12,90976.12549789315
2018-11-01,91872.1939440528
2018-11-04,91039.64783041034
2018-11-05,91628.8454603778
2018-11-06,91993.65436960525
2018-11-07,91940.74644473416
2018-11-09,92695.76093788882
2018-11-10,91671.83532622684
2018-11-12,91056.29947254831
2018-12-01,92088.1419438164
2018-12-02,91227.480391804
2018-12-03,92099.91186844248
2018-12-04,91312.280570394
2018-12-06,92154.10850237931
2018-12-07,92230.1650724796
2018-12-09,92827.38859787477
2018-12-10,92044.64250550598
2018-12-11,91772.5434936542
2018-12-12,91266.92262824641
2019-01-02,91648.36335199163
2019-01-03,92306.64681164901
2019-01-04,92724.7708671856
2019-01-05,93090.21098674447
2019-01-07,93348.75068411847
2019-01-08,93281.35995900157
2019-01-10,93196.71950508427
2019-01-11,93999.93182814354
2019-02-01,90586.1549175763
2019-02-04,93164.43177307895
2019-02-05,93491.3131150283
2019-02-07,93847.01271248392
2019-02-08,93588.79927017377
2019-02-10,93304.72290391594
2019-02-12,94767.17329823347
2019-03-01,90713.41836605045
2019-03-04,93867.02427435998
2019-03-05,94338.7441290693
2019-03-06,93049.97747244459
2019-03-07,94754.74094253442
2019-03-09,94188.57836062931
2019-03-10,94216.44959807557
2019-03-12,95398.60610852763
2019-04-01,91936.35099351946
2019-04-02,91930.83481245984
2019-04-03,91930.83481245984
2019-04-04,91930.83481245984
2019-04-06,91930.83481245984
2019-04-09,92807.47194508975
2019-04-10,92897.18983613886
2019-04-11,93692.10278168794
2019-04-12,93902.11334244994
2019-05-02,91639.02655789885
2019-05-03,91987.14573684546
2019-05-04,92666.40702020172
2019-05-06,92240.34720986236
2019-05-07,92234.81278902978
2019-05-08,91330.49511122005
2019-05-09,92173.5853497762
2019-05-11,92784.35924194608
2019-05-12,93042.68036180268
2019-06-02,90739.74419168761
2019-06-03,90734.2998070361
2019-06-05,90734.2998070361
2019-06-06,90178.10705797684
2019-06-08,90421.03454173423
2019-06-09,91029.11270448625
2019-06-11,91628.70017259721
2019-06-12,92040.2669420932
2019-07-01,88551.63684254294
2019-07-02,88546.32374433239
2019-07-03,88821.1028060265
2019-07-05,89694.80596724551
2019-07-06,89627.63049451946
2019-07-08,89694.38409813143
2019-07-10,90035.2476382547
2019-07-11,90932.2913468596
2019-08-01,87921.25709170754
2019-08-02,87915.98181628203
2019-08-03,87915.98181628203
2019-08-04,88889.50970257346
2019-08-05,88788.82678530554
2019-08-07,89383.95922850774
2019-08-08,89156.88750843398
2019-08-10,88883.78176404955
2019-08-11,90112.6889122857
2019-09-01,87152.14723976736
2019-09-04,87146.91811093297
2019-09-05,87096.2718901183
2019-09-07,87757.07127764287
2019-09-08,87398.3381832135
2019-09-09,87755.87275610815
2019-09-10,87408.19638674136
2019-09-12,88705.21737306513
2019-10-01,85653.71263766772
2019-10-04,85648.57341490948
2019-10-05,85603.10417024897
2019-10-06,85634.59555999716
2019-10-07,86265.87147835262
2019-10-09,86186.90034880444
2019-10-10,85947.95834810594
2019-10-12,87085.31127025781
2019-11-01,84103.97726207826
2019-11-02,84098.93102344254
2019-11-03,84098.93102344254
2019-11-04,84098.93102344254
2019-11-06,84078.74419358392
2019-11-07,84744.21826136
2019-11-09,84749.86806423751
2019-11-10,84577.03018475033
2019-11-11,85241.61890794734
2019-11-12,85543.15388639721
2019-12-02,83381.70253819814
2019-12-03,83376.69963604584
2019-12-04,84064.03874911822
2019-12-06,83904.43446560197
2019-12-07,84685.26606629581
2019-12-08,83954.687753958
2019-12-09,84687.15877964965
2019-12-11,85149.76407282396
2019-12-12,85572.78638220961
2020-01-04,81802.13927159795
2020-01-05,81797.23114324165
2020-01-06,83092.66435626814
2020-01-07,83420.064192263
2020-01-09,85619.68307413864
2020-01-10,84911.26377221238
2020-01-12,86325.78174891935
2020-02-01,84418.43076073605
2020-02-03,83549.8366791166
2020-02-04,80503.84463967926
2020-02-06,80499.01440900088
2020-02-07,80751.29635523858
2020-02-09,83077.3464764489
2020-02-10,81998.97430703834
2020-02-11,81811.87833173497
2020-02-12,83585.43291728427
2020-03-01,81607.08486753312
2020-03-02,81678.22743564444
2020-03-03,80443.8401146773
2020-03-04,77686.6686085826
2020-03-06,77682.00740846607
2020-03-08,78531.55255751041
2020-03-09,79296.70245039456
2020-03-11,78902.41072277515
2020-03-12,80295.82560999026
2020-04-02,78679.26634783916
2020-04-03,77879.97127789356
2020-04-05,76449.81225771742
2020-04-06,77899.90332499011
2020-04-08,78872.05647383265
2020-04-09,79446.92916732102
2020-04-11,79522.96824746951
2020-04-12,80704.01157562644
2020-05-02,79113.97390061586
2020-05-03,77639.26114754594
2020-05-05,76840.76218207463
2020-05-06,76836.1517363437
2020-05-08,77475.79221488013
2020-05-10,77852.01939265298
2020-05-11,78317.03937588198
2020-06-01,77138.62494452542
2020-06-02,77611.48901635983
2020-06-03,75879.16012648544
2020-06-04,74303.06695389452
2020-06-05,74298.6087698773
2020-06-07,76022.4986335407
2020-06-08,76833.00361944409
2020-06-10,76886.68486525488
2020-06-11,77566.12624717581
2020-07-01,76362.87215448298
2020-07-02,76789.83619315719
2020-07-04,73705.50482146582
2020-07-05,73701.08249117654
2020-07-07,75047.79577857468
2020-07-08,76030.84006245135
2020-07-10,76339.83658369699
2020-07-12,77557.02319261759
2020-08-01,75713.04824791338
2020-08-04,73371.20603134917
2020-08-05,73366.8037589873
2020-08-06,73366.8037589873
2020-08-07,73078.68530261569
2020-08-09,73825.17188897448
2020-08-10,74334.80000394127
2020-08-12,75436.40775147562
2020-09-01,73694.25096287664
2020-09-03,71317.36551178218
2020-09-04,71313.08646985149
2020-09-06,71313.08646985149
2020-09-07,71063.77456764603
2020-09-09,72177.04165566684
2020-09-10,72508.72903156017
2020-09-11,72814.85429174347
2020-09-12,73316.48824075799
2020-10-01,71689.58402827111
2020-10-02,72070.72241639189
2020-10-03,70050.1363680364
2020-10-06,71546.80120654296
2020-10-07,71523.92489005423
2020-10-08,72312.14773578137
2020-10-09,72220.47990380564
2020-10-11,73112.85442489781
2020-10-12,73618.48894485227
2020-11-02,72372.94944922304
2020-11-03,69715.81167803351
2020-11-05,69711.62872933284
2020-11-06,70049.06941097407
2020-11-08,71596.53761101264
2020-11-09,71627.89344534448
2020-11-11,72621.37940232061
2020-11-12,72990.51318068044
2020-12-02,71858.44795373183
2020-12-03,68036.09055177796
2020-12-05,68032.00838634487
2020-12-06,68839.54138070474
2020-12-08,70374.18804680536
2020-12-10,71014.99433857849
2020-12-11,71026.24678519428
2021-01-02,71977.68121343362
2021-01-03,72465.5555835652
2021-01-04,72904.2342505609
2021-01-06,73564.74128093614
2021-01-07,73977.55817751028
2021-01-09,74676.93628255195
2021-01-10,74125.28994171887
2021-01-11,74998.7332250808
2021-01-12,74671.34425589054
2021-02-02,72398.9395538954
2021-02-03,72565.44784338506
2021-02-06,73832.15111090931
2021-02-07,74338.15601526963
2021-02-08,74457.3758137639
2021-02-09,74965.5025989262
2021-02-11,75275.15313535061
2021-02-12,75101.21365913842
2021-03-02,72650.1814998231
2021-03-03,72610.34927666251
2021-03-05,74028.45333091784
2021-03-06,74029.1595913546
2021-03-08,74842.03433379681
2021-03-09,75222.07369332679
2021-03-11,75637.37570092942
2021-03-12,75240.73632785927
2021-04-01,72463.14224968864
2021-04-02,73132.81000577244
2021-04-03,72742.93961330423
2021-04-05,74272.50058848222
2021-04-06,74505.05357133184
2021-04-08,75113.79010208322
2021-04-10,74765.06639397534
2021-04-11,76084.95102149087
2021-05-01,72985.69351358783
2021-05-02,73611.97339192225
2021-05-03,73441.90147644952
2021-05-04,74344.17840965663
2021-05-05,74671.24247711027
2021-05-08,75608.30601045147
2021-05-10,75323.56496955054
2021-05-11,76543.10751304355
2021-06-01,73449.12023160093
2021-06-04,74726.01910684201
2021-06-05,75194.489743821
2021-06-07,75702.39616492954
2021-06-08,76026.57357224339
2021-06-10,75776.72178757454
2021-06-12,76568.94244206834
2021-07-01,73941.21546730494
2021-07-04,75014.62466813163
2021-07-05,75576.14495964974
2021-07-06,75554.36097419144
2021-07-07,76024.8663050422
2021-07-09,76589.71914709658
2021-07-10,76182.37028685406
2021-07-12,77176.24911190644
2021-08-01,74337.05629977983
2021-08-02,74690.40366912383
2021-08-03,74330.64756196282
2021-08-04,75403.99043807019
2021-08-06,75882.85693987596
2021-08-07,76218.53442308646
2021-08-09,76900.49344474832
2021-08-10,76482.09861100449
2021-08-11,77563.32938133928
2021-08-12,77561.67969443068
2021-09-02,74954.95260523642
2021-09-03,74817.73705485457
2021-09-04,75796.15551848158
2021-09-06,76129.5352375805
2021-09-07,76670.7917683245
2021-09-08,76891.17467399324
2021-09-09,77102.46754185924
2021-09-11,77761.04647143361
2021-09-12,77701.96055718485
2021-10-02,75179.81824574518
2021-10-03,75137.13193752615
2021-10-05,76253.35813066801
2021-10-06,76438.32950842743
2021-10-08,77150.92688108572
2021-10-09,77226.74234295049
2021-10-11,77878.35272444731
2021-10-12,78097.23737088054
2021-11-01,75072.79257558378
2021-11-02,75534.3412740167
2021-11-03,75622.67425405832
2021-11-05,76439.69784105416
2021-11-06,76790.590314947
2021-11-08,77514.85246308864
2021-11-10,77213.34675280885
2021-11-11,78233.48640242292
2021-12-01,75379.3010490194
2021-12-02,75909.16922854948
2021-12-03,75941.96519980306
2021-12-04,76653.37346051888
2021-12-05,76411.97475533799
2021-12-07,77621.6272821072
2021-12-08,77891.42466380208
2021-12-10,77506.57732709337
2021-12-11,78690.57197821245
